,artist,firstName,itemInSession,lastName,length,level,location,sessionId,song,userId
1818,Coko featuring Kirk Franklin,Jacob,7,Klein,249.3122,paid,"Tampa-St. Petersburg-Clearwater, FL",518,I Get Joy,73
1819,Tech N9ne,Jacob,8,Klein,301.76608,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Thugged-Out,73
1820,Kudai,Jacob,9,Klein,225.82812,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Ya Nada Queda,73
1821,Slightly Stoopid,Jacob,10,Klein,158.71955,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Till It Gets Wet,73
1822,The Killers,Jacob,11,Klein,254.85016,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Daddy's Eyes,73
1823,Final Fantasy,Jacob,12,Klein,152.97261,paid,"Tampa-St. Petersburg-Clearwater, FL",518,None Of You Will Ever See A Penny,73
1824,Snow Patrol,Jacob,13,Klein,200.93342,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Crack The Shutters,73
1825,Jorge Drexler,Jacob,18,Klein,224.57424,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Ganas De Ti (Album Version),73
1826,Emmy The Great,Jacob,19,Klein,204.79955,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Mia,73
1827,Big Tymers / Gotti / TQ / Mikkey,Jacob,20,Klein,222.40608,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Sunny Day,73
1828,Molotov,Jacob,21,Klein,210.07628,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Frijolero,73
1829,Tub Ring,Lily,0,Burns,233.69098,free,"New York-Newark-Jersey City, NY-NJ-PA",646,Invalid,32
1830,Gin Blossoms,Mohammad,0,Rodriguez,233.482,free,"Sacramento--Roseville--Arden-Arcade, CA",679,Day Job,88
1831,Che Sudaka,Jacob,22,Klein,160.49587,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Bihotza,73
1832,Audioslave,Lily,1,Burns,273.65832,free,"New York-Newark-Jersey City, NY-NJ-PA",646,Yesterday To Tomorrow,32
1833,Erin Bode,Jacob,23,Klein,252.05506,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Here_ There And Everywhere,73
1834,Calle 13,Mohammad,1,Rodriguez,239.3073,free,"Sacramento--Roseville--Arden-Arcade, CA",679,AtrÃÂ©vete te te,88
1835,Selena Gomez & The Scene,Lily,2,Burns,184.65914,free,"New York-Newark-Jersey City, NY-NJ-PA",646,Falling Down,32
1836,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Jacob,24,Klein,277.15873,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),73
1837,Colbie Caillat,Jacob,25,Klein,233.16853,paid,"Tampa-St. Petersburg-Clearwater, FL",518,I Never Told You,73
1838,The Black Crowes,Jacob,26,Klein,223.65995,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Mellow Down Easy,73
1839,Aloe Blacc,Jacob,27,Klein,244.1922,paid,"Tampa-St. Petersburg-Clearwater, FL",518,I Need A Dollar,73
1840,Datarock,Jacob,28,Klein,169.50812,paid,"Tampa-St. Petersburg-Clearwater, FL",518,True Stories,73
1841,Benjy Ferree,Jacob,29,Klein,169.89995,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Fear,73
1842,Lighter Shade of Brown,Jacob,30,Klein,211.85261,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Homies,73
1843,Kinky,Jacob,31,Klein,190.92853,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Soun Tha Mi Primer Amor,73
1844,Pepper,Jacob,32,Klein,139.98975,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Blackout,73
1845,Lionel Richie,Jacob,33,Klein,249.62567,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Hello,73
1846,Fat Freddys Drop,Jacob,34,Klein,431.28118,paid,"Tampa-St. Petersburg-Clearwater, FL",518,The Raft,73
1847,Aqua,Jacob,35,Klein,201.92608,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Doctor Jones,73
1848,Arctic Monkeys,Jacob,36,Klein,193.43628,paid,"Tampa-St. Petersburg-Clearwater, FL",518,From The Ritz To The Rubble,73
1849,The Crests,Avery,3,Watkins,182.88281,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,16 Candles,30
1850,Onra,Jacob,37,Klein,120.94649,paid,"Tampa-St. Petersburg-Clearwater, FL",518,TAKE A RIDE,73
1851,Jets To Brazil,Jacob,38,Klein,305.73669,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Cat Heaven,73
1852,Extreme,Avery,4,Watkins,238.99383,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,More Than Words,30
1853,John Mayer,Avery,5,Watkins,269.71383,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,Heartbreak Warfare,30
1854,The Knife,Jacob,39,Klein,292.54485,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Silent Shout,73
1855,Nelson Ned,Avery,6,Watkins,187.24526,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,Eu Gosto Tanto De Voce,30
1856,The Mars Volta,Jacob,40,Klein,472.39791,paid,"Tampa-St. Petersburg-Clearwater, FL",518,With Twilight as My Guide,73
1857,Cyan Velvet Project,Avery,7,Watkins,205.16526,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,Dead Skin (edit),30
1858,Tub Ring,Avery,8,Watkins,233.69098,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,Invalid,30
1859,Thee Silver Mountain Reveries,Jacob,41,Klein,587.38893,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Microphones in the Trees,73
1860,Red Hot Chili Peppers,Avery,9,Watkins,334.65424,paid,"San Jose-Sunnyvale-Santa Clara, CA",629,Snow [Hey Oh] (Album Version),30
1861,Metallica,Jacob,42,Klein,515.21261,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Master Of Puppets,73
1862,Bikini Kill,Jacob,43,Klein,149.81179,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Reject All American,73
1863,The Black Keys,Jacob,44,Klein,204.59057,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Every Lasting Light,73
1864,Jake Hess,Jacob,45,Klein,199.26159,paid,"Tampa-St. Petersburg-Clearwater, FL",518,You And Me Jesus,73
1865,B.o.B,Jacob,46,Klein,269.63546,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Nothin' On You [feat. Bruno Mars] (Album Version),73
1866,Collective Soul,Jacob,47,Klein,155.29751,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Reunion (LP Version),73
1867,Three Drives,Jacob,48,Klein,411.6371,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Greece 2000,73
1868,Vanity Fare,Jacob,49,Klein,152.86812,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Early In The Morning,73
1869,Drake / Kanye West / Lil Wayne / Eminem,Jacob,50,Klein,357.66812,paid,"Tampa-St. Petersburg-Clearwater, FL",518,Forever,73
1870,Aleks Syntek,Stefany,1,White,300.14649,free,"Lubbock, TX",649,Tu Necesitas (2008 Digital Remaster),83
1871,The Grapes Of Wrath,Stefany,2,White,138.05669,free,"Lubbock, TX",649,All The Things I Wasn't,83
1872,Rilo Kiley,Stefany,3,White,215.64036,free,"Lubbock, TX",649,Silver Lining (Album Version),83
1873,Lonnie Gordon,Stefany,4,White,181.21098,free,"Lubbock, TX",649,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),83
1874,Matt Costa,Ava,0,Robinson,246.02077,free,"New Haven-Milford, CT",669,Unfamiliar Faces,50
1875,Capital Inicial,Jaleah,0,Hayes,228.67546,paid,"San Antonio-New Braunfels, TX",113,FÃÂ¡tima,70
1876,A Day To Remember,Jaleah,2,Hayes,243.22567,paid,"San Antonio-New Braunfels, TX",113,If It Means A Lot To You,70
1877,Jack Johnson,Jaleah,3,Hayes,236.93016,paid,"San Antonio-New Braunfels, TX",113,Bubble Toes,70
1878,Gorillaz,Jaleah,4,Hayes,246.17751,paid,"San Antonio-New Braunfels, TX",113,DARE,70
1879,Jason Mraz,Jaleah,5,Hayes,220.18567,paid,"San Antonio-New Braunfels, TX",113,You And I Both (LP Version),70
1880,Ligabue,Jaleah,6,Hayes,246.20363,paid,"San Antonio-New Braunfels, TX",113,I duri hanno due cuori,70
1881,Steve Miller Band,Jaleah,7,Hayes,306.23302,paid,"San Antonio-New Braunfels, TX",113,Abracadabra,70
1882,38 Special,Jaleah,8,Hayes,280.76363,paid,"San Antonio-New Braunfels, TX",113,Caught Up In You,70
1883,Wonderwall,Jaleah,9,Hayes,281.02485,paid,"San Antonio-New Braunfels, TX",113,Just More (Album Version),70
1884,Pepper,Jaleah,10,Hayes,166.32118,paid,"San Antonio-New Braunfels, TX",113,Slave,70
1885,Buckcherry,Jaleah,11,Hayes,208.66567,paid,"San Antonio-New Braunfels, TX",113,Next 2 You (Album Version),70
1886,Travie McCoy,Jaleah,12,Hayes,211.12118,paid,"San Antonio-New Braunfels, TX",113,Billionaire [feat. Bruno Mars]  (Explicit Album Version),70
1887,OneRepublic,Jaleah,13,Hayes,224.67873,paid,"San Antonio-New Braunfels, TX",113,Secrets,70
1888,Hawk Nelson,Chloe,0,Cuevas,174.81098,paid,"San Francisco-Oakland-Hayward, CA",680,California,49
1889,Pearl Jam,Jaleah,14,Hayes,258.48118,paid,"San Antonio-New Braunfels, TX",113,Faithful,70
1890,JOSEF LOCKE & ORCHESTRA,Chloe,1,Cuevas,166.26893,paid,"San Francisco-Oakland-Hayward, CA",680,How Can You Buy Killarney (1992 Digital Remaster),49
1891,Project 86,Chloe,2,Cuevas,777.58649,paid,"San Francisco-Oakland-Hayward, CA",680,Twenty Three (LP Version),49
1892,Daft Punk,Jaleah,15,Hayes,536.13669,paid,"San Antonio-New Braunfels, TX",113,Revolution 909 (Roger Sanchez Remix),70
1893,38 Special,Jaleah,16,Hayes,280.76363,paid,"San Antonio-New Braunfels, TX",113,Caught Up In You,70
1894,Creedence Clearwater Revival,Chloe,4,Cuevas,186.51383,paid,"San Francisco-Oakland-Hayward, CA",680,Proud Mary,49
1895,Ill Nino,Jaleah,17,Hayes,175.22893,paid,"San Antonio-New Braunfels, TX",113,My Resurrection (Album Version),70
1896,The Police,Chloe,5,Cuevas,289.85424,paid,"San Francisco-Oakland-Hayward, CA",680,So Lonely,49
1897,Bitter:Sweet,Jaleah,18,Hayes,160.78322,paid,"San Antonio-New Braunfels, TX",113,Take 2 Blue,70
1898,Gustavo Cerati,Adler,1,Barrera,249.44281,free,"New York-Newark-Jersey City, NY-NJ-PA",248,Uno Entre 1000,100
1899,Limp Bizkit,Adler,2,Barrera,270.49751,free,"New York-Newark-Jersey City, NY-NJ-PA",248,Behind Blue Eyes,100
1900,Mikel Erentxun,Samuel,1,Gonzalez,178.83383,free,"Houston-The Woodlands-Sugar Land, TX",252,Frases Mudas,61
1901,The Gerbils,Martin,0,Johnson,27.01016,free,"Minneapolis-St. Paul-Bloomington, MN-WI",250,(iii),55
1902,AFI,Martin,1,Johnson,190.45832,free,"Minneapolis-St. Paul-Bloomington, MN-WI",250,Girl's Not Grey,55
1903,Lhasa De Sela,Jordan,1,Hicks,256.10404,free,"Salinas, CA",240,De cara a la pared,37
1904,J.J. Cale,Jordan,2,Hicks,150.80444,free,"Salinas, CA",240,Crazy Mama,37
1905,Brian Eno,Jordan,3,Hicks,265.82159,free,"Salinas, CA",240,An Ending (Ascent) (2005 Digital Remaster),37
1906,Hot Hot Heat,Jordan,4,Hicks,190.01424,free,"Salinas, CA",240,Soldier In A Box (Album Version),37
1907,ATB,Ryan,0,Smith,209.26649,free,"San Jose-Sunnyvale-Santa Clara, CA",278,You're Not Alone,26
1908,Mt. St. Helens Vietnam Band,Ryan,1,Smith,253.6224,free,"San Jose-Sunnyvale-Santa Clara, CA",278,A Year Or Two,26
1909,Becky,Ryan,2,Smith,245.62893,free,"San Jose-Sunnyvale-Santa Clara, CA",278,Kimi e,26
1910,Franz Ferdinand,Ryan,3,Smith,254.69342,free,"San Jose-Sunnyvale-Santa Clara, CA",278,This Fire,26
1911,Creedence Clearwater Revival,Ryan,4,Smith,230.94812,free,"San Jose-Sunnyvale-Santa Clara, CA",278,It's Just A Thought,26
1912,Paul Stanley,Tegan,1,Levine,187.32363,free,"Portland-South Portland, ME",279,Live To Win,80
1913,Benga,Kevin,0,Arellano,314.64444,free,"Harrisburg-Carlisle, PA",191,Pleasure,66
1914,Basshunter,Kevin,1,Arellano,190.17098,free,"Harrisburg-Carlisle, PA",191,Why,66
1915,Kings Of Leon,Kevin,2,Arellano,231.81016,free,"Harrisburg-Carlisle, PA",191,Use Somebody,66
1916,Slim Dusty,Austin,0,Rosales,198.922,free,"New York-Newark-Jersey City, NY-NJ-PA",300,Long Black Road,12
1917,Dido,Celeste,0,Williams,235.57179,free,"Klamath Falls, OR",215,I'm No Angel,53
1918,Lifehouse,Celeste,1,Williams,195.47383,free,"Klamath Falls, OR",215,You And Me (Wedding Version),53
1919,Gary U.S. Bonds,Celeste,2,Williams,243.25179,free,"Klamath Falls, OR",215,Angelyne,53
1920,Throw Me The Statue,Celeste,3,Williams,189.85751,free,"Klamath Falls, OR",215,Noises,53
1921,Steely Dan,Mohammad,0,Rodriguez,457.89995,free,"Sacramento--Roseville--Arden-Arcade, CA",206,Deacon Blues,88
1922,Arctic Monkeys,Ava,1,Robinson,191.26812,free,"New Haven-Milford, CT",211,Old Yellow Bricks,50
1923,Sade,Ava,2,Robinson,271.96036,free,"New Haven-Milford, CT",211,Hang On To Your Love,50
1924,Florence + The Machine,Bronson,0,Harris,219.66322,free,"Eugene, OR",251,Dog Days Are Over (Radio Edit),33
1925,Vinnie Vincent Invasion,Sienna,0,Colon,303.12444,free,"Las Cruces, NM",291,Ashes To Ashes (2003 Digital Remaster),81
1926,Hellogoodbye;Elliott Yamin,Evelin,3,Ayala,218.38322,free,"Milwaukee-Waukesha-West Allis, WI",33,Here (In Your Arms) (Radio Edit),34
1927,Kanye West,Evelin,4,Ayala,311.92771,free,"Milwaukee-Waukesha-West Allis, WI",33,Stronger,34
1928,Interpol,Evelin,5,Ayala,247.66649,free,"Milwaukee-Waukesha-West Allis, WI",33,Narc,34
1929,Eminem,Evelin,6,Ayala,284.18567,free,"Milwaukee-Waukesha-West Allis, WI",33,The Real Slim Shady,34
1930,Carla Bruni,Avery,2,Watkins,163.02975,paid,"San Jose-Sunnyvale-Santa Clara, CA",130,Quelqu'un M'a Dit (Album Version),30
1931,Toby Keith,Avery,3,Watkins,192.31302,paid,"San Jose-Sunnyvale-Santa Clara, CA",130,You Ain't Leavin' (Thank God Are Ya),30
1932,Dim Chris_ Thomas Gold,Jizelle,0,Benjamin,504.60689,free,"Plymouth, IN",126,Self Control (Laurent Wolf & Anton Wick),2
1933,Blue Rodeo,Avery,4,Watkins,310.9873,paid,"San Jose-Sunnyvale-Santa Clara, CA",130,Hasn't Hit Me Yet,30
1934,Evanescence,Lily,1,Burns,237.11302,free,"New York-Newark-Jersey City, NY-NJ-PA",305,Bring Me To Life,32
1935,BeyoncÃÂ©,Avery,5,Watkins,190.06649,paid,"San Jose-Sunnyvale-Santa Clara, CA",130,I'd Rather Go Blind,30
1936,Lupe Fiasco,Jizelle,1,Benjamin,262.89587,free,"Plymouth, IN",126,Hurt Me Soul (Explicit Album Version),2
1937,Deadmau5,Lily,2,Burns,296.64608,free,"New York-Newark-Jersey City, NY-NJ-PA",305,Moar Ghosts 'n' Stuff,32
1938,Daft Punk,Avery,6,Watkins,295.13098,paid,"San Jose-Sunnyvale-Santa Clara, CA",130,Face To Face / Short Circuit,30
1939,Jay-Jay Johanson,Jizelle,2,Benjamin,381.43955,free,"Plymouth, IN",126,Tell Me When The Party's Over/Prequiem,2
1940,Gigi D'agostino,Lily,3,Burns,241.73669,free,"New York-Newark-Jersey City, NY-NJ-PA",305,Emotions,32
1941,Great Lake Swimmers,Avery,7,Watkins,185.46893,paid,"San Jose-Sunnyvale-Santa Clara, CA",130,Falling Into the Sky,30
1942,Linkin Park,Lily,4,Burns,175.38567,free,"New York-Newark-Jersey City, NY-NJ-PA",305,Lying From You (Album Version),32
1943,the bird and the bee,Avery,8,Watkins,225.17506,paid,"San Jose-Sunnyvale-Santa Clara, CA",130,My Love,30
1944,Martine McCutcheon,Jizelle,3,Benjamin,185.05098,free,"Plymouth, IN",126,The Lady Is A Tramp (From 'Babes In Arms'),2
1945,Justin Bieber,Lily,5,Burns,191.55546,free,"New York-Newark-Jersey City, NY-NJ-PA",305,Love Me,32
1946,Leo GarcÃÂ­a,Katherine,0,Gay,160.91383,free,"San Antonio-New Braunfels, TX",266,Nadie Salva,57
1947,Matt Redman,Avery,9,Watkins,289.35791,paid,"San Jose-Sunnyvale-Santa Clara, CA",130,You Never Let Go,30
1948,Coldplay,Katherine,1,Gay,268.38159,free,"San Antonio-New Braunfels, TX",266,Yellow,57
1949,DHT Feat. EdmÃÂ©e,Avery,10,Watkins,229.98159,paid,"San Jose-Sunnyvale-Santa Clara, CA",130,Listen To Your Heart,30
1950,Tarkan,Avery,11,Watkins,194.16771,paid,"San Jose-Sunnyvale-Santa Clara, CA",130,Simarik,30
1951,The Rifles,Avery,12,Watkins,147.87873,paid,"San Jose-Sunnyvale-Santa Clara, CA",130,For The Meantime,30
1952,The Killers,Avery,13,Watkins,491.57179,paid,"San Jose-Sunnyvale-Santa Clara, CA",130,Human,30
1953,J. Geils Band,Jizelle,5,Benjamin,224.44363,free,"Plymouth, IN",126,Love Stinks,2
1954,Shakira,Jizelle,6,Benjamin,148.1922,free,"Plymouth, IN",126,Pienso En Ti,2
1955,Radiohead,Avery,14,Watkins,231.91465,paid,"San Jose-Sunnyvale-Santa Clara, CA",130,(Nice Dream),30
1956,Muse,Avery,15,Watkins,304.84853,paid,"San Jose-Sunnyvale-Santa Clara, CA",130,Uprising,30
1957,Spoon,Mohammad,0,Rodriguez,222.32771,free,"Sacramento--Roseville--Arden-Arcade, CA",312,The Underdog (Album version),88
1958,Blind Pilot,Mohammad,1,Rodriguez,195.39546,free,"Sacramento--Roseville--Arden-Arcade, CA",312,Things I Cannot Recall,88
1959,Delirious?,Mohammad,2,Rodriguez,397.26975,free,"Sacramento--Roseville--Arden-Arcade, CA",312,History Maker,88
1960,Incubus,Kate,0,Harrell,237.06077,paid,"Lansing-East Lansing, MI",293,Love Hurts,97
1961,No Te Va Gustar,Kate,1,Harrell,162.95138,paid,"Lansing-East Lansing, MI",293,No Llegas A MÃÂ­,97
1962,Radiohead,Kate,2,Harrell,321.27955,paid,"Lansing-East Lansing, MI",293,There_ There,97
1963,Nas,Kate,3,Harrell,268.7473,paid,"Lansing-East Lansing, MI",293,Black President,97
1964,Samajona,Kate,4,Harrell,178.36363,paid,"Lansing-East Lansing, MI",293,Shake Your Body,97
1965,Chicane,Kate,5,Harrell,218.33098,paid,"Lansing-East Lansing, MI",293,Love On The Run,97
1966,Lupe Fiasco,Kate,6,Harrell,280.52853,paid,"Lansing-East Lansing, MI",293,American Terrorist [feat. Matthew Santos] (Explicit Album Version),97
1967,Madonna,Kate,7,Harrell,260.75383,paid,"Lansing-East Lansing, MI",293,Beautiful Stranger,97
1968,Telex,Kate,8,Harrell,352.83546,paid,"Lansing-East Lansing, MI",293,On The Road Again (Pigna People Remix),97
1969,Modest Mouse,Kate,9,Harrell,209.52771,paid,"Lansing-East Lansing, MI",293,Float On,97
1970,Cassandra Wilson,Ryan,0,Smith,283.0624,free,"San Jose-Sunnyvale-Santa Clara, CA",322,Dust My Broom,26
1971,Eminem / Dina Rae,Kate,10,Harrell,350.11873,paid,"Lansing-East Lansing, MI",293,Superman,97
1972,Eliza Doolittle,Ryan,1,Smith,200.30649,free,"San Jose-Sunnyvale-Santa Clara, CA",322,Police Car,26
1973,Vivian Green,Kate,11,Harrell,336.43057,paid,"Lansing-East Lansing, MI",293,Love For Sale,97
1974,Dean Martin,Kate,12,Harrell,185.83465,paid,"Lansing-East Lansing, MI",293,Non Dimenticar,97
1975,Skid Row,Kate,13,Harrell,218.64444,paid,"Lansing-East Lansing, MI",293,Swallow Me (The Real You),97
1976,Destroy The Runner,Kate,14,Harrell,232.09751,paid,"Lansing-East Lansing, MI",293,Mr. And Mrs. Cuckoldom,97
1977,BjÃÂ¶rk,Kate,15,Harrell,348.57751,paid,"Lansing-East Lansing, MI",293,Undo,97
1978,Green Day,Kate,16,Harrell,213.02812,paid,"Lansing-East Lansing, MI",293,Give Me Novacaine [feat. Green Day & The Cast Of American Idiot] (Album Version),97
1979,23 Skidoo,Kate,17,Harrell,236.56444,paid,"Lansing-East Lansing, MI",293,S-Matrix (Part 1 - A Winter Ritual),97
1980,Thurston Moore,Kate,18,Harrell,139.98975,paid,"Lansing-East Lansing, MI",293,Feathers,97
1981,Irma Thomas,Kate,21,Harrell,180.50567,paid,"Lansing-East Lansing, MI",293,Anyone Who Knows What Love Is (Will Understand),97
1982,Micatone,Kate,22,Harrell,379.68934,paid,"Lansing-East Lansing, MI",293,Nomad,97
1983,Jonathan Coulton,Kate,23,Harrell,182.7522,paid,"Lansing-East Lansing, MI",293,Still Alive,97
1984,Deftones,Kate,24,Harrell,321.98485,paid,"Lansing-East Lansing, MI",293,The Chauffeur (Remastered Version),97
1985,Telepopmusik,Kate,25,Harrell,332.95628,paid,"Lansing-East Lansing, MI",293,Love Can Damage Your Health,97
1986,Monsters Of Folk,Kate,26,Harrell,307.01669,paid,"Lansing-East Lansing, MI",293,Dear God (Sincerely M.O.F.),97
1987,The All-American Rejects,Kate,27,Harrell,220.00281,paid,"Lansing-East Lansing, MI",293,Change Your Mind,97
1988,Masta Killa,Kate,28,Harrell,195.70893,paid,"Lansing-East Lansing, MI",293,Ringing Bells,97
1989,Adelitas Way,Kate,29,Harrell,192.26077,paid,"Lansing-East Lansing, MI",293,Invincible (WWE Superstars Theme Song) (Explicit),97
1990,Feral Children,Kate,30,Harrell,194.5073,paid,"Lansing-East Lansing, MI",293,Saint,97
1991,Fusebox,Kate,31,Harrell,246.04689,paid,"Lansing-East Lansing, MI",293,My Everything (Lost In Worship Album Version),97
1992,3OH!3,Kate,32,Harrell,205.81832,paid,"Lansing-East Lansing, MI",293,STILLAROUND [BIGMIX] (Bonus Version),97
1993,Radiohead,Kate,33,Harrell,129.56689,paid,"Lansing-East Lansing, MI",293,Faust Arp,97
1994,Jaci Velasquez,Kate,34,Harrell,200.95955,paid,"Lansing-East Lansing, MI",293,Something (Album Version),97
1995,Fernando Ubiergo,Kate,35,Harrell,173.7922,paid,"Lansing-East Lansing, MI",293,Yo Pienso En Ti,97
1996,Air Supply,Rylan,0,George,361.24689,free,"Birmingham-Hoover, AL",315,It's Never Too Late (Album Version),16
1997,Death Cab for Cutie,Kate,36,Harrell,229.66812,paid,"Lansing-East Lansing, MI",293,Cath... (Album Version),97
1998,Eminem / Nate Dogg,Rylan,1,George,297.9522,free,"Birmingham-Hoover, AL",315,'Till I Collapse,16
1999,Philippe Rochard,Kate,37,Harrell,360.51546,paid,"Lansing-East Lansing, MI",293,Crumpshit,97
2000,Weezer,Kate,38,Harrell,199.94077,paid,"Lansing-East Lansing, MI",293,Island In The Sun,97
2001,Nando Reis,Kate,39,Harrell,254.6673,paid,"Lansing-East Lansing, MI",293,"A Letra ""A",97
2002,Aborted,Kate,40,Harrell,267.78077,paid,"Lansing-East Lansing, MI",293,Skullfuck Crescendo,97
2003,Walter Beasley,Kate,41,Harrell,287.08526,paid,"Lansing-East Lansing, MI",293,Killing Me Softly,97
2004,Enigma,Kate,42,Harrell,262.71302,paid,"Lansing-East Lansing, MI",293,Knocking On Forbidden Doors,97
2005,Neil Diamond,Kate,43,Harrell,194.40281,paid,"Lansing-East Lansing, MI",293,Song Sung Blue,97
2006,Deftones,Kate,44,Harrell,307.3824,paid,"Lansing-East Lansing, MI",293,If Only Tonight We Could Sleep (Remastered Version),97
2007,Gorillaz,Kate,45,Harrell,284.94322,paid,"Lansing-East Lansing, MI",293,Double Bass,97
2008,Will Young,Kate,46,Harrell,213.55057,paid,"Lansing-East Lansing, MI",293,Leave Right Now,97
2009,Guns N' Roses,Kate,47,Harrell,591.96036,paid,"Lansing-East Lansing, MI",293,Estranged,97
2010,Harmonia,Kate,48,Harrell,655.77751,paid,"Lansing-East Lansing, MI",293,Sehr kosmisch,97
2011,Alanis Morissette,Kate,49,Harrell,236.45995,paid,"Lansing-East Lansing, MI",293,Ironic (Acoustic Album Version),97
2012,MichÃÂ¨le Arnaud,Kate,50,Harrell,105.50812,paid,"Lansing-East Lansing, MI",293,Chanson Sur Une Seule Note Samba De Uma Nota So,97
2013,Nicola Marchioro,Kate,51,Harrell,201.1424,paid,"Lansing-East Lansing, MI",293,Lumidee,97
2014,Pantera,Kate,53,Harrell,346.51383,paid,"Lansing-East Lansing, MI",293,Cemetary Gates (LP Version),97
2015,Godsmack,Kate,54,Harrell,235.93751,paid,"Lansing-East Lansing, MI",293,Speak,97
2016,Gorillaz,Kate,55,Harrell,357.61587,paid,"Lansing-East Lansing, MI",293,Clint Eastwood (Explicit),97
2017,Ray Barretto,Ryann,1,Smith,251.79383,free,"Palestine, TX",91,Indestructible,92
2018,Usher featuring will.i.am,Ryann,2,Smith,395.72853,free,"Palestine, TX",91,OMG,92
2019,Mates of State,Kate,56,Harrell,227.36934,paid,"Lansing-East Lansing, MI",293,Parachutes (Funeral Song) (LP Version),97
2020,Angelo D'Onorio,Kate,57,Harrell,399.98649,paid,"Lansing-East Lansing, MI",293,Ain't No One Like You,97
2021,Silversun Pickups,Kate,58,Harrell,253.75302,paid,"Lansing-East Lansing, MI",293,Panic Switch (UK edit),97
2022,Blink-182,Kate,59,Harrell,251.81995,paid,"Lansing-East Lansing, MI",293,Always,97
2023,Hank Penny,Kate,60,Harrell,145.34485,paid,"Lansing-East Lansing, MI",293,No Muss No Fuss No Bother,97
2024,Carrie Underwood,Kate,61,Harrell,225.20118,paid,"Lansing-East Lansing, MI",293,So Small,97
2025,Black Box,Kate,62,Harrell,312.99873,paid,"Lansing-East Lansing, MI",293,Fantasy,97
2026,Cloud Cult,Kate,63,Harrell,213.31546,paid,"Lansing-East Lansing, MI",293,Running With the Wolves,97
2027,Cartola,Kate,64,Harrell,188.65587,paid,"Lansing-East Lansing, MI",293,Verde Que Te Quero Rosa,97
2028,Octopus Project,Kate,66,Harrell,422.16444,paid,"Lansing-East Lansing, MI",293,The Way Things Go,97
2029,Peter Tosh,Kate,67,Harrell,267.49342,paid,"Lansing-East Lansing, MI",293,Recruiting Soldiers (2002 Digital Remaster),97
2030,Alter Bridge,Kate,68,Harrell,286.35383,paid,"Lansing-East Lansing, MI",293,Down To My Last,97
2031,Two Door Cinema Club,Kate,69,Harrell,207.43791,paid,"Lansing-East Lansing, MI",293,Costume Party,97
2032,Ray LaMontagne,Kate,70,Harrell,236.59057,paid,"Lansing-East Lansing, MI",293,Trouble (Album Version),97
2033,Lady GaGa,Kate,71,Harrell,169.87383,paid,"Lansing-East Lansing, MI",293,Fashion,97
2034,Colt Ford,Kate,72,Harrell,170.84036,paid,"Lansing-East Lansing, MI",293,Huntin' The World,97
2035,Tracy Byrd,Kate,73,Harrell,182.02077,paid,"Lansing-East Lansing, MI",293,Watermelon Crawl,97
2036,Brand New,Kate,74,Harrell,386.7424,paid,"Lansing-East Lansing, MI",293,Noro,97
2037,Creedence Clearwater Revival,Kate,75,Harrell,160.02567,paid,"Lansing-East Lansing, MI",293,Have You Ever Seen The Rain,97
2038,Earth_ Wind & Fire,Kate,76,Harrell,280.47628,paid,"Lansing-East Lansing, MI",293,Pure Gold,97
